,embed,bias
2905, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman andr carson ,0.0
2906, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman andr carson ,0.0
2907, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jason chaffetz ,0.0
2908, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jason chaffetz ,0.0
2909, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jason chaffetz ,0.0
2910, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jason chaffetz ,0.0
2911, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jason chaffetz ,0.0
2912, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jason chaffetz ,0.0
2913, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jason chaffetz ,1.0
2914, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jason chaffetz ,1.0
2915, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jason chaffetz ,0.0
2916, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jason chaffetz ,1.0
2917, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman jason chaffetz ,0.0
2918, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman mike coffman ,0.0
2919, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman gerry connolly ,0.0
2920, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjudy chu ,0.0
2921, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjudy chu ,0.0
2922, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjudy chu ,0.0
2923, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyjudy chu ,0.0
2924, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman john carney ,0.0
2925, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman john carney ,0.0
2926, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman john carney ,0.0
2927, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman john carney ,0.0
2928, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman john carney ,1.0
2929, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman john carney ,0.0
2930, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman john carney ,0.0
2931, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman david cicilline ,0.0
2932, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman david cicilline ,1.0
2933, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman david cicilline ,1.0
2934, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbycongressman david cicilline ,0.0
2935, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative rick crawford ,0.0
2936, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative rick crawford ,0.0
2937, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative rick crawford ,0.0
2938, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative rick crawford ,0.0
2939, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative rick crawford ,0.0
2940, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative rick crawford ,1.0
2941, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative rick crawford ,0.0
2942, function d s id var js fjs d getelementsbytagname s 0 if d getelementbyid id return js d createelement s js id id js src connect facebook net en_us all js xfbml 1 fjs parentnode insertbefore js fjs document script facebook jssdk postbyrepresentative rick crawford ,0.0
